ID,Correlativo,Fecha,Categoría,Edad,Talla,IMC,PesoActual_Kg,MA_Per,MA_Kg,MO_kg,MM_Per,MM_Kg,IMO,Sum6Pliegues,Observaciones,TallaSentado,Biacromial,T_delTorax,AntPost_delTorax,Biiliocristal,Humero,Femur,Cabeza,Brazo_Relajado,Brazo_Flexionado,Antebrazo,Torax,Cintura,Cadera,Muslo1cm_Gluteo,MusloMedio,Pierna,Triceps,Subescapular,Supraespinal,Abdominal,Muslo,Pantorrilla,Fecha_registro,Nro_Evaluacion,MG_Per,Std - 4 Clusters,MA_Kg - Grouping,MM_Kg - Grouping,Sum6Pliegues - Grouping,Std - 5 Clusters,Std - 6 Clusters,Height - 4 Clusters,Height - 5 Clusters,Height - 6 Clusters,Age - 4 Clusters,Age - 5 Clusters,Age - 6 Clusters
10000003,87,2023-01-12,Sub-15,14.6,163.4,17.04147933524,45.5,23.0640553135199,10.4941451676515,6.90898701117835,40.4659200301971,18.4119936137397,2.66493388740638,28.1,"Aumentar 7.8 kg de MM, mantener S6P.",84.1,36.5,26.0,17.9,24.3,6.5,9.3,54.7,20.7,22.2,20.0,77.0,65.2,76.4,42.7,41.9,31.4,4.4,5.1,7.2,2.5,5.4,3.5,2023-10-19 19:58:19.247,1,,0,0-20,0-20,0-20,1,2,1,4,2,3,0,5
10000004,243,2023-03-09,Sub-15,14.4,168.4,20.4171156786522,57.9,23.0573773954876,13.3502215119873,7.25329574443679,46.4889055752769,26.9170763280853,3.71101321061264,47.5,"Aumentar 0.4 kg de MM, mantener S6P.",90.0,40.2,29.4,17.2,25.6,6.7,8.9,55.5,25.3,27.0,22.6,89.0,72.0,88.1,53.5,52.4,34.1,7.6,7.8,7.4,9.6,9.2,5.9,2023-10-19 19:58:19.247,1,,0,20-40,40-60,40-60,1,2,1,0,0,3,3,5
10000005,88,2023-01-12,Sub-15,14.1,168.1,20.0300025373696,56.6,26.300509258118,14.8860882400948,8.31379075004314,38.0426036153105,21.5321136462657,2.58992730195356,49.5,"Aumentar 2.5 kg de MM, mantener S6P.",132.4,38.5,27.7,17.4,27.6,7.2,9.7,52.6,26.0,27.5,24.7,70.4,88.4,87.4,50.5,47.8,33.4,6.6,7.1,8.7,11.0,8.4,7.7,2023-10-19 19:58:19.247,1,12.79,0,60-80,0-20,40-60,1,2,1,0,0,3,3,2
10000009,61,2023-01-13,Sub-14,13.9,174.7,20.6093756604256,62.9,24.2057182302662,15.2253967668374,8.48612054654273,43.8707521999433,27.5947031337644,3.25174536260936,46.7,"Mantener MM, disminuir 2.6 puntos en la S6P.",92.0,39.4,28.4,19.5,27.8,6.3,10.4,56.3,25.5,26.6,23.5,85.8,72.2,91.5,54.1,51.5,34.2,7.5,7.1,8.7,7.3,8.4,7.7,2023-10-19 19:58:19.247,1,13.23,0,60-80,40-60,40-60,0,4,0,3,3,3,3,2
10000013,226,2023-03-08,Sub-14,14.2,167.1,20.7360324556512,57.9,24.6039326824515,14.2456770231394,6.92554789288647,45.2115052988378,26.1774615680271,3.77983980082141,45.4,"Aumentar 2.9 kg de MM, dimisminuir 1.8 puntos en la S6P.",91.5,37.2,25.3,19.4,23.6,6.7,9.4,54.4,23.2,26.2,23.1,81.5,68.4,87.0,52.0,49.0,35.7,7.6,7.8,5.3,8.6,9.2,6.9,2023-10-19 19:58:19.247,1,30.1,0,20-40,20-40,20-40,1,2,1,0,0,3,3,2
10000020,1008,2023-03-04,Sub-16,14.4,165.8,2.749,54.1,20.69,11.191,6.319,43.98,23.795,3.7656,37.0,,87.4,35.7,26.2,37.4,26.1,6.6,8.7,56.2,25.5,26.8,23.0,82.5,70.4,85.1,50.3,47.5,32.5,6.0,6.0,5.0,9.0,7.0,4.0,2024-01-27 20:03:20.700,1,12.07,0,0-20,20-40,0-20,1,2,1,0,0,3,3,5
10000022,67,2023-01-13,Sub-14,13.5,174.6,21.2234411759689,64.7,26.2302047428919,16.970942468651,9.65542401465381,42.3426587737117,27.3957002265915,2.83733787195815,53.2,"Mantener MM, disminuir 2.2 puntos en la S6P.",95.9,40.4,26.5,17.5,28.1,7.1,10.6,55.8,26.7,28.6,25.3,81.5,70.4,91.2,52.6,49.7,35.6,8.3,8.7,8.4,10.0,6.9,10.9,2023-10-19 19:58:19.247,1,13.28,0,80-100,40-60,60-80,0,4,0,3,3,0,3,2
10000024,64,2023-01-13,Sub-14,13.9,166.1,18.8479481652429,52.0,28.0722075150476,14.5975479078247,7.68996056205256,42.2896896161943,21.990638600421,2.85965557599055,48.5,,128.2,35.5,25.4,16.5,27.2,6.7,10.0,53.7,22.6,23.5,21.7,80.9,76.9,93.1,47.4,45.9,33.5,7.9,6.7,8.1,5.7,10.8,9.3,2023-10-19 19:58:19.247,1,16.54,0,40-60,0-20,40-60,1,2,1,0,0,3,3,2
10000025,65,2023-01-13,Sub-14,13.6,172.8,23.6437971536351,70.6,27.8053166719369,19.6305535703875,8.92870107614486,41.8450846314123,29.5426297497771,3.30872648751869,76.4,"Mantener MM, disminuir 9.8 puntos en la S6P.",97.1,39.4,29.5,20.5,27.9,7.2,10.3,57.5,27.6,28.5,26.0,89.2,79.3,98.0,54.7,50.5,36.2,11.4,9.9,11.3,20.6,12.3,10.9,2023-10-19 19:58:19.247,1,14.09,0,80-100,60-80,80-100,0,4,0,3,3,3,3,2
10000028,90,2023-01-12,Sub-15,14.8,175.9,23.0763189457548,71.4,21.685390767073,15.4833690076902,9.12147506438535,47.8141023499943,34.1392690778959,3.74273555942636,47.5,"Mantener MM, disminuir 6 puntos en la S6P.",98.0,40.0,28.2,21.1,27.9,7.4,10.4,56.0,27.3,29.2,26.0,89.0,75.8,98.0,57.5,55.2,38.8,6.6,7.9,9.6,8.9,8.9,5.6,2023-10-19 19:58:19.247,1,12.65,0,60-80,80-100,40-60,0,4,0,3,3,3,0,5
10000035,46,2023-01-14,Sub-13,12.9,166.2,18.2822371955555,50.5,25.5513052441957,12.9034091483188,7.62092685983954,41.0068275028364,20.7084478889324,2.71731355907127,40.1,"Aumentar 2.8 kg de MM, disminuir 1.6 en la S6P.",89.0,37.4,25.8,16.1,25.2,7.1,9.8,53.7,22.8,24.4,22.1,77.0,65.9,84.5,47.5,45.2,31.5,5.7,6.3,7.8,7.3,8.4,4.6,2023-10-19 19:58:19.247,1,16.16,0,0-20,0-20,20-40,1,2,1,0,0,0,1,0
10000041,92,2023-01-12,Sub-15,14.3,163.9,19.6551342896102,52.8,24.3081773724957,12.8347176526778,8.099475605277,50.2866250021022,26.55133800111,3.27815519115968,38.5,"Aumentar 3.6 kg de MM, mantener S6P.",127.8,37.8,28.0,15.9,26.0,6.5,9.7,54.2,25.0,25.9,22.3,81.8,68.0,83.9,49.8,47.8,33.1,6.2,6.3,7.8,5.7,6.9,5.6,2023-10-19 19:58:19.247,1,10.97,0,0-20,40-60,0-20,1,2,1,4,2,3,3,2
10000045,93,2023-01-12,Sub-15,14.9,175.5,21.006323000625,64.7,27.1604776274841,17.5728290249822,9.84844741544083,46.6815338582906,30.202952406314,3.06677297773459,45.8,,134.2,36.9,27.3,19.0,29.8,6.7,10.6,55.4,25.1,26.8,22.3,84.2,73.5,94.0,52.8,50.5,34.9,8.8,7.1,8.1,8.9,8.3,4.6,2023-10-19 19:58:19.247,1,,0,80-100,80-100,40-60,0,4,0,3,3,3,0,5
10000047,254,2023-03-09,Sub-15,14.9,175.0,21.2897959183673,65.2,22.1680680529311,14.4535803705111,7.74215075323017,48.8925503586261,31.8779428338242,4.11745312767569,45.6,"Mantener MM, disminuir 3.6 puntos en la S6P.",85.5,39.1,28.7,18.8,26.6,10.2,7.0,54.3,29.0,35.5,25.1,88.9,74.9,94.0,56.0,53.6,36.1,7.6,8.6,7.4,11.7,5.3,5.0,2023-10-19 19:58:19.247,1,12.25,0,40-60,80-100,20-40,0,4,0,3,3,3,0,5
10000049,537,2023-06-27,Sub-15,14.8,174.2,21.6835103823811,65.8,24.57,16.166,8.56,45.15,29.711,3.4709,51.2,Requiere aumentar 0.9 kg de MM  y debe disminuir 4.8 puntos en la  S6P.,86.6,41.3,28.1,18.6,26.5,7.2,9.7,53.7,25.5,27.5,23.8,87.1,73.1,91.8,54.3,52.5,36.0,6.6,8.2,6.8,14.8,9.0,5.8,2023-10-19 19:58:19.247,1,16.07,0,80-100,60-80,60-80,0,4,0,3,3,3,0,5
10000051,94,2023-01-12,Sub-15,14.9,165.6,22.6084622744988,62.0,23.0620967394815,14.2984999784785,8.39744509640133,45.4528545731934,28.1807698353799,3.35587425840469,55.6,Requiere aumentar 2.5 kg de MM y debe disminuir 16.6 puntos en la S6P.,93.0,38.8,28.7,19.7,28.6,7.1,10.3,53.3,26.5,27.9,24.2,86.0,74.0,91.9,54.6,53.7,36.2,7.5,8.7,9.9,13.1,10.3,6.1,2023-10-19 19:58:19.247,1,12.9,0,40-60,60-80,60-80,1,2,1,0,0,3,0,5
10000052,47,2023-01-14,Sub-13,12.6,169.6,21.624132253471,62.2,23.0182686758504,14.317363116379,7.93920114466819,47.077126806631,29.2819728737245,3.68827698658191,45.1,"Mantener MM, disminuir 11.8 puntos en la S6P.",93.0,35.8,26.3,18.4,25.3,7.6,10.6,55.3,27.2,27.7,25.0,84.0,69.2,90.2,52.5,51.5,35.5,6.6,7.9,9.3,6.8,9.9,4.6,2023-10-19 19:58:19.247,1,11.62,0,40-60,60-80,20-40,1,2,1,0,0,0,1,0
10000058,49,2023-01-14,Sub-13,12.9,171.1,21.1783280119938,62.0,31.4650785715137,19.5083487143385,9.48638356336204,44.3645185662597,27.506001511081,2.89952449501554,62.2,,133.5,38.9,27.7,18.8,26.1,7.1,10.2,56.5,24.0,25.1,22.7,83.6,71.2,93.8,52.5,56.0,34.8,10.1,8.7,8.7,13.1,12.8,8.8,2023-10-19 19:58:19.247,1,25.66,0,80-100,40-60,80-100,1,2,0,0,3,0,1,0
10000059,50,2023-01-14,Sub-13,12.9,171.5,20.7056583566371,60.9,24.5749056031956,14.9661175123461,8.04425733572151,43.4903006033449,26.4855930674371,3.29248455911829,49.5,"Mantener MM, disminuir 9.4 puntos en la S6P.",90.0,37.0,27.5,20.0,27.9,7.3,10.1,54.3,24.9,25.8,23.5,84.7,73.0,93.1,54.2,51.4,33.6,9.2,7.9,9.0,8.4,8.9,6.1,2023-10-19 19:58:19.247,1,18.63,0,60-80,20-40,40-60,1,4,0,0,3,0,1,0
10000064,68,2023-01-13,Sub-14,13.9,172.4,17.5628899499895,52.2,27.251949467216,14.2255176218867,7.66442038251418,39.9248667176816,20.8407804266298,2.71915936059256,38.4,"Aumentar 2.2 kg de MM, disminuir 18 en la S6P.",94.0,38.5,26.7,16.9,25.2,6.8,9.7,53.4,22.1,23.8,22.0,78.2,63.5,82.5,47.2,46.1,32.0,7.0,6.7,7.5,5.7,5.9,5.6,2023-10-19 19:58:19.247,1,15.87,0,20-40,0-20,0-20,0,4,0,0,3,3,3,2
10000065,645,2023-10-05,Sub-15,15.4,172.1,2.9618,60.2,23.66,14.245,5.521,54.92,33.061,5.9882,38.4,,129.0,29.8,29.0,17.8,26.2,6.6,9.7,54.2,26.1,28.0,24.6,90.5,70.7,87.5,52.2,49.4,35.5,6.2,6.4,4.6,7.4,8.8,5.0,2023-12-05 00:34:20.303,1,11.52,0,20-40,80-100,0-20,0,5,0,0,3,1,0,5
10000069,69,2023-01-13,Sub-14,14.0,165.0,22.3691460055096,60.9,24.7030254309012,15.0441424874189,8.2002919589346,44.398286260259,27.0385563324977,3.29726752021773,56.9,"Mantener MM, disminuir 9.2 puntos en la S6P.",92.3,38.5,28.0,17.8,25.8,6.8,10.1,56.5,27.7,28.9,24.1,83.2,71.2,90.8,52.2,51.4,34.6,7.9,9.1,10.2,12.1,9.9,7.7,2023-10-19 19:58:19.247,1,13.9,0,60-80,40-60,80-100,1,2,1,4,0,3,3,2
10000077,70,2023-01-13,Sub-14,13.8,172.8,19.3571030521262,57.8,26.1663820772133,15.1241688406293,8.32413350668168,49.6781057488615,28.7139451228419,3.44948157063959,39.4,,134.3,38.7,26.5,19.2,27.0,6.7,8.9,55.4,25.6,27.8,23.5,83.0,71.5,87.1,51.1,50.2,33.0,6.6,7.5,8.1,7.3,5.9,4.0,2023-10-19 19:58:19.247,1,17.42,0,60-80,60-80,0-20,0,4,0,3,3,3,3,2
10000080,650,2023-10-05,Sub-15,14.9,168.4,2.8359,62.6,20.44,12.794,8.256,53.84,33.706,4.0826,36.0,,128.7,37.6,27.5,19.6,25.4,7.3,10.0,55.7,26.5,28.4,25.4,89.7,71.9,91.3,54.4,52.3,35.2,6.8,6.0,5.0,7.8,6.8,3.6,2023-12-05 00:34:20.303,1,11.96,0,0-20,80-100,0-20,0,5,1,0,0,3,0,5
10000084,71,2023-01-13,Sub-14,13.4,180.8,19.7622170882606,64.6,28.1501792402594,18.1850157892076,9.03756203788481,40.7463941292112,26.3221706074705,2.91253000500907,52.1,"Mantener MM, disminuir 6.6 puntos en la S6P.",96.3,40.1,27.4,17.4,27.1,7.1,10.1,58.0,24.0,24.9,23.2,82.2,72.1,87.6,53.4,52.0,36.0,7.5,8.3,10.2,13.1,7.4,5.6,2023-10-19 19:58:19.247,1,18.08,0,80-100,20-40,60-80,0,4,3,1,1,0,3,2
10000089,72,2023-01-13,Sub-14,13.7,167.3,24.3664630292515,68.2,21.8414682662312,14.8958813575697,7.57046483113076,49.1352119687763,33.5102145627054,4.42644082103214,54.7,"Mantener MM, disminuir 7 puntos en la S6P.",95.2,26.5,31.5,19.0,36.6,6.6,10.4,55.1,27.3,28.7,25.5,93.0,74.0,93.4,56.6,55.5,37.6,7.9,8.7,9.6,10.0,10.8,7.7,2023-10-19 19:58:19.247,1,12.34,0,60-80,80-100,60-80,1,2,1,0,0,3,3,2
10000090,73,2023-01-13,Sub-14,13.2,169.1,16.1567781006413,46.2,29.8591625088362,13.7949330790823,5.51352826470322,39.1901001529777,18.1058262706757,3.28389107689652,42.4,"Aumentar 4.4 kg de MM, dimisminuir 0.6 puntos en la S6P.",87.0,33.7,26.0,17.3,24.3,6.5,9.1,53.2,21.9,22.6,21.2,76.9,62.2,78.5,45.9,43.4,30.4,7.5,6.7,8.4,6.8,7.4,5.6,2023-10-19 19:58:19.247,1,19.83,0,20-40,0-20,20-40,1,2,1,0,0,0,1,0
10000091,74,2023-01-13,Sub-14,13.8,172.7,21.7935852425911,65.0,23.5434145393425,15.3032194505726,8.1785864033982,45.5009537611467,29.5756199447454,3.6162263850947,48.8,"Mantener MM, mantener la S6P.",96.0,37.4,28.0,18.7,27.5,7.2,10.0,55.6,26.3,27.5,24.1,87.2,74.6,91.5,53.1,50.2,36.6,7.5,7.5,9.6,7.8,10.8,5.6,2023-10-19 19:58:19.247,1,12.27,0,60-80,60-80,40-60,0,4,0,3,3,3,3,2
10000092,75,2023-01-13,Sub-14,13.8,174.8,21.9930983562777,67.2,26.429643144378,17.760720193022,8.231135454626,44.4319524244127,29.8582720292053,3.62747912408908,64.2,"Mantener MM, disminuir 15.8 puntos en la S6P.",92.7,37.5,29.8,19.0,27.5,7.1,11.1,55.1,25.6,26.2,23.2,93.0,74.2,95.5,57.0,52.4,35.0,9.2,7.9,9.6,15.3,11.3,10.9,2023-10-19 19:58:19.247,1,15.9,0,80-100,80-100,80-100,0,4,0,3,3,3,3,2
10000094,939,2024-01-18,Sub-14,13.8,165.5,2.739,52.0,23.31,12.12,6.739,45.03,23.415,3.4746,41.6,,88.3,36.1,26.7,17.4,25.5,6.7,9.1,56.8,25.4,28.3,23.5,82.7,70.6,83.4,48.5,45.7,31.5,6.6,6.0,6.2,11.4,7.2,4.2,2024-01-27 20:03:20.700,1,14.36,0,0-20,20-40,20-40,1,2,1,4,0,3,3,2
10000096,76,2023-01-13,Sub-14,14.0,170.3,19.0331110619959,55.2,26.0039042650093,14.3541551542852,8.09020431458023,42.8311019047105,23.6427682514002,2.92239445780015,44.9,"Aumentar 2.9 kg de MM, dimisminuir 2.4 puntos en la S6P.",93.7,36.6,27.1,16.3,27.7,7.4,10.0,53.7,24.2,25.4,23.0,79.2,64.3,86.4,51.0,48.1,33.5,7.5,6.7,8.4,7.8,8.4,6.1,2023-10-19 19:58:19.247,1,14.52,0,40-60,20-40,20-40,0,4,0,0,0,3,3,2
10000098,97,2023-01-12,Sub-15,14.8,174.4,23.3105904385153,70.9,22.4048892929195,15.8850665086799,8.77480234044797,47.1490426683081,33.4286712518304,3.80962099826899,49.2,"Mantener  MM, mantener S6P.",94.7,38.6,29.1,19.1,28.0,7.2,10.3,55.2,28.1,29.5,25.1,88.5,76.7,92.7,56.5,54.8,37.3,8.8,8.3,8.4,10.0,3.9,9.8,2023-10-19 19:58:19.247,1,,0,60-80,80-100,40-60,0,4,0,3,3,3,0,5
10000100,52,2023-01-14,Sub-13,12.8,165.0,17.3370064279155,47.2,28.3361674907543,13.374671055636,6.72670867968133,37.4717625359318,17.6866719169598,2.62932033468078,44.0,"Aumentar 2.7 kg de MM, disminuir 4.4 en la S6P.",89.4,33.6,26.1,15.5,25.9,6.7,9.8,54.0,20.2,21.0,20.2,76.6,68.0,81.8,45.9,30.2,30.5,7.5,6.7,8.4,8.9,7.4,5.1,2023-10-19 19:58:19.247,1,17.68,0,20-40,0-20,20-40,1,2,1,4,0,0,1,0
10000104,98,2023-01-12,Sub-15,14.9,163.1,23.3820434176728,62.2,21.5656621979556,13.4138418871284,8.11224571376611,47.128343806345,29.3138298475466,3.61352834737271,56.0,"Aumentar 2.4 kg de MM, disminuir 19.4 en la S6P.",90.3,38.9,28.7,20.9,27.5,7.4,10.2,54.1,28.1,29.3,25.0,91.6,76.4,94.5,53.5,51.5,35.7,8.8,8.3,10.2,12.1,8.9,7.7,2023-10-19 19:58:19.247,1,12.38,0,20-40,60-80,60-80,1,2,1,4,2,3,0,5
10000116,96,2023-01-12,Sub-15,14.2,176.0,19.8863636363636,61.6,24.1204322137449,14.8581862436669,7.71025511637096,45.6922523788272,28.1464274653575,3.65051830847919,43.6,"Aumentar 1.2 kg de MM, mantener S6P.",90.1,37.5,27.9,19.3,26.5,7.3,9.7,56.5,27.1,30.0,24.7,85.5,69.7,88.4,52.5,50.4,34.1,7.0,8.7,8.1,7.8,6.9,5.1,2023-10-19 19:58:19.247,1,13.48,0,40-60,40-60,20-40,0,4,0,3,3,3,3,2
10000117,100,2023-01-12,Sub-15,14.6,163.1,21.3520910952382,56.8,23.0852143223144,13.1124017350746,7.65648874035439,45.5693188221531,25.8833730909829,3.38058005029926,47.5,"Aumentar 4.9 kg de MM, disminuir 6.6 en la S6P.",88.1,37.0,25.9,19.1,25.5,7.0,9.8,55.8,25.2,26.2,23.8,81.2,69.4,88.6,52.5,49.0,34.5,7.9,7.5,8.7,9.4,7.9,6.1,2023-10-19 19:58:19.247,1,13.5,0,0-20,20-40,40-60,1,2,1,4,2,3,0,5
10000120,84,2023-01-13,Sub-14,13.8,168.4,23.2733961103808,66.0,25.9401837244687,17.1205212581494,8.45244636472337,43.6489527435356,28.8083088107335,3.40828058146173,65.2,"Mantener MM, disminuir 15.8 puntos en la S6P.",94.5,39.7,28.0,19.6,27.7,6.8,9.8,54.5,27.7,28.8,24.0,86.0,75.6,96.6,55.1,53.2,34.3,9.2,9.1,11.9,17.4,9.9,7.7,2023-10-19 19:58:19.247,1,12.64,0,80-100,60-80,80-100,1,2,1,0,0,3,3,2
10000122,79,2023-01-13,Sub-14,13.8,164.2,21.7716726430588,58.7,25.0433803029995,14.7004642378607,7.56841472011437,44.792015189528,26.2929129162529,3.4740317343307,58.2,"Aumentar 0.7 kg de MM, dimisminuir 6.6 puntos en la S6P.",92.8,37.0,27.4,17.7,26.7,6.9,10.2,53.4,26.2,26.8,23.1,84.0,70.5,89.5,54.9,53.0,34.7,10.5,9.1,9.6,10.0,10.8,8.2,2023-10-19 19:58:19.247,1,12.82,0,40-60,20-40,80-100,1,2,1,4,2,3,3,2
10000124,80,2023-01-13,Sub-14,13.9,173.1,21.2257468309059,63.6,21.4514221767353,13.6431045044037,8.59839741785562,46.2631161394734,29.4233418647051,3.42195649198581,38.8,"Mantener MM, disminuir 1.6 puntos en la S6P.",92.0,37.5,28.2,17.9,28.7,7.4,10.1,54.7,26.7,28.2,25.0,84.6,74.4,90.8,53.0,52.0,35.5,5.3,6.7,8.1,5.2,7.9,5.6,2023-10-19 19:58:19.247,1,12.56,0,20-40,60-80,0-20,0,4,0,3,3,3,3,2
10000133,82,2023-01-13,Sub-14,13.8,164.4,23.7167078101598,64.1,25.6477407154385,16.4402017985961,8.05686108285547,44.0735820528347,28.251166095867,3.50647303029512,69.9,"Mantener MM, disminuir 23.8 puntos en la S6P.",92.4,38.2,28.4,19.1,26.8,6.9,10.3,55.1,27.6,28.2,23.5,87.1,75.1,92.7,56.0,54.4,37.2,13.1,12.8,11.3,12.1,10.8,9.8,2023-10-19 19:58:19.247,1,16.9,0,80-100,60-80,80-100,1,2,1,4,0,3,3,2
10000137,34,2023-01-10,Sub-17,15.1,166.7,21.6633337999467,60.2,21.6882556198636,13.0563298831579,7.92069748174326,45.9070849657661,27.6360651493912,3.48909489512643,43.6,"Aumentar 4.1 kg de MM, mantener S6P.",88.6,38.9,28.5,17.6,27.1,6.9,9.5,53.9,27.6,30.0,24.5,87.6,75.9,90.6,50.4,47.5,31.5,7.0,8.3,8.4,8.4,6.9,4.6,2023-10-19 19:58:19.247,1,,0,0-20,40-60,20-40,1,5,1,0,0,3,0,5
10000139,103,2023-01-12,Sub-15,14.4,168.4,21.6160482055506,61.3,22.8706562148719,14.0197122597164,7.78557150129972,46.7530531835309,28.6596216015045,3.68111982488634,45.7,"Mantener MM, mantener la S6P.",88.2,38.4,26.4,19.1,26.5,6.8,9.3,55.3,27.6,29.5,23.9,83.3,70.5,89.9,53.3,50.5,35.6,7.0,8.3,8.1,7.8,9.4,5.1,2023-10-19 19:58:19.247,1,13.18,0,20-40,60-80,20-40,1,2,1,0,0,3,3,5
10000140,104,2023-01-12,Sub-15,14.7,163.6,21.8569353363502,58.5,21.1802793335488,12.3904634101261,8.02886159868481,45.8457276364419,26.8197506673185,3.34041760935471,44.1,"Aumentar 2.8 kg de MM, mantener S6P.",91.1,37.6,27.6,18.0,27.5,6.3,10.2,56.4,25.9,27.8,23.9,82.7,75.5,88.0,53.0,50.0,34.9,6.6,7.1,9.0,8.4,6.9,6.1,2023-10-19 19:58:19.247,1,13.22,0,0-20,40-60,20-40,1,2,1,4,2,3,0,5
10000142,105,2023-01-12,Sub-15,14.5,176.0,20.9194214876033,64.8,26.2499584736149,17.0099730909025,7.97178572540819,44.2999138413981,28.7063441692259,3.60099294662816,61.4,"Aumentar 2 kg de MM, disminuir 12.4 puntos en la  S6P.",98.2,37.0,27.8,20.6,28.1,7.6,10.4,56.0,27.3,28.7,26.0,87.0,75.4,95.5,55.1,53.0,36.7,7.0,7.5,10.5,15.3,11.8,9.3,2023-10-19 19:58:19.247,1,15.76,0,80-100,60-80,80-100,0,4,0,3,3,3,3,5
10000150,59,2023-01-14,Sub-13,12.9,166.7,18.7125142458011,52.0,22.7471995524221,11.8285437672595,7.55860070185091,44.5492577905696,23.1656140510962,3.06480193422885,32.1,"Mantener MM, mantener la S6P.",88.7,37.5,25.7,18.0,24.2,6.7,9.7,56.0,22.0,23.3,22.7,78.2,63.0,80.5,48.6,46.0,33.0,4.4,6.7,7.5,4.6,4.9,4.0,2023-10-19 19:58:19.247,1,12.29,0,0-20,20-40,0-20,1,2,1,0,0,0,1,0
10000154,458,2023-07-11,Sub-13,13.5,174.5,18.8175794944212,57.3,25.8,14.785,7.934,41.64,23.858,3.0071,43.3,"Mantener MM, disminuir 5.3 puntos en la S6P.",91.5,38.5,26.7,17.2,27.7,6.0,10.1,55.7,24.2,26.6,22.7,83.7,71.0,86.0,49.0,47.5,33.9,6.0,6.4,4.7,7.8,9.4,9.0,2023-10-19 19:58:19.247,1,15.59,0,40-60,20-40,20-40,0,4,0,3,3,0,3,2
10000157,915,2024-01-22,Sub-13,13.0,175.8,3.0906,68.4,19.22,13.147,9.325,49.32,33.733,3.6175,35.4,,89.9,40.3,27.8,19.7,27.7,7.5,10.4,57.5,28.6,30.3,26.9,87.9,75.3,92.7,55.1,53.7,38.2,6.0,7.0,5.4,6.0,7.0,4.0,2024-01-27 20:03:20.700,1,10.87,0,0-20,80-100,0-20,0,4,0,3,3,0,1,0
10000158,106,2023-01-12,Sub-15,14.8,174.9,22.0987178493894,67.6,23.5717696779842,15.9345163023173,8.97420382540256,46.9521905040528,31.7396807807397,3.53676843074331,50.6,"Mantener MM, disminuir 1 puntos en la S6P.",92.6,38.5,26.0,18.7,29.3,7.4,10.0,56.1,29.2,30.7,25.0,85.5,72.2,94.0,56.5,53.0,37.5,8.3,7.9,8.4,9.4,8.4,8.2,2023-10-19 19:58:19.247,1,14.68,0,60-80,80-100,60-80,0,4,0,3,3,3,0,5
10000161,251,2023-03-09,Sub-15,15.1,172.0,22.5121687398594,66.6,22.7254674748824,15.1351613382717,8.4749242641573,48.546105290165,32.3317061232499,3.81498466717741,50.0,"Mantener  MM, mantener S6P.",93.2,39.5,26.5,18.6,27.0,7.0,9.5,58.3,29.2,30.7,24.5,87.0,71.3,93.2,56.0,54.5,39.2,10.3,9.5,5.3,10.7,9.2,5.0,2023-10-19 19:58:19.247,1,12.63,0,60-80,80-100,60-80,0,4,0,0,3,3,0,5
10000162,108,2023-01-12,Sub-15,15.0,169.0,23.8787157312419,68.2,21.5057680186255,14.6669337887026,8.12764438154144,49.4735928732321,33.7409903395443,4.15138615269301,52.8,"Mantener MM, disminuir 5.4 puntos en la S6P.",96.7,39.5,30.5,19.5,27.4,6.7,9.8,55.5,27.5,29.6,25.5,93.2,72.3,94.4,56.5,55.0,39.5,8.8,9.9,7.8,8.9,11.8,5.6,2023-10-19 19:58:19.247,1,12.6,0,40-60,80-100,60-80,0,5,1,0,0,3,0,5
10000174,86,2023-01-13,Sub-14,13.7,173.7,20.8805008933871,63.0,24.7943196177382,15.6204213591751,8.63035386708524,44.2932184407724,27.9047276176866,3.23332369071339,51.0,"Mantener MM, disminuir 8.4 puntos en la S6P.",94.6,39.5,28.5,17.4,27.5,7.3,10.0,55.8,26.5,27.5,23.7,84.0,71.5,87.5,54.9,52.7,36.1,7.9,9.1,9.0,8.9,8.9,7.2,2023-10-19 19:58:19.247,1,14.94,0,60-80,40-60,60-80,0,4,0,3,3,3,3,2
10000185,77,2023-01-13,Sub-14,13.9,171.0,20.1429499675114,58.9,24.3983012383718,14.370599429401,8.15983443139184,43.5996642817918,25.6802022619754,3.14714746700995,48.2,"Aumentar 3.9 kg de MM, mantener S6P.",91.0,39.2,28.0,18.7,28.0,7.2,10.1,52.0,25.0,26.3,24.0,85.1,72.5,89.7,52.3,47.6,32.0,6.6,8.3,8.7,12.6,5.9,6.1,2023-10-19 19:58:19.247,1,,0,40-60,20-40,40-60,0,4,0,0,3,3,3,2
10000189,95,2023-01-12,Sub-15,14.4,173.4,22.5824775937921,67.9,23.7385258688453,16.1184590649459,8.97930206044573,45.71248923002,31.0387801871836,3.45670297961252,53.6,,93.3,38.3,27.8,19.5,27.1,7.8,10.5,57.2,28.5,28.5,25.1,87.7,74.0,95.1,54.6,50.5,37.2,9.6,7.5,8.4,9.4,9.4,9.3,2023-10-19 19:58:19.247,1,,0,80-100,80-100,60-80,0,4,0,3,3,3,3,5
