ID,Correlativo,Fecha,Categoría,Edad,Talla,IMC,PesoActual_Kg,MA_Per,MA_Kg,MO_kg,MM_Per,MM_Kg,IMO,Sum6Pliegues,Observaciones,TallaSentado,Biacromial,T_delTorax,AntPost_delTorax,Biiliocristal,Humero,Femur,Cabeza,Brazo_Relajado,Brazo_Flexionado,Antebrazo,Torax,Cintura,Cadera,Muslo1cm_Gluteo,MusloMedio,Pierna,Triceps,Subescapular,Supraespinal,Abdominal,Muslo,Pantorrilla,Fecha_registro,Nro_Evaluacion,MG_Per,Std - 4 Clusters,MA_Kg - Grouping,MM_Kg - Grouping,Sum6Pliegues - Grouping,Std - 5 Clusters,Std - 6 Clusters,Height - 4 Clusters,Height - 5 Clusters,Height - 6 Clusters,Age - 4 Clusters,Age - 5 Clusters,Age - 6 Clusters
10000172,114,2023-01-09,Sub-18,16.8,174.2,20.5630858337475,62.4,24.2376488833132,15.1242929031875,7.28695607770632,45.489257495115,28.3852966769518,3.89535717990583,42.2,Aumentar 4 kg de MM.,93.5,38.6,27.7,17.5,25.0,6.9,8.7,56.0,25.5,28.2,24.4,83.0,71.9,88.0,51.4,51.0,35.5,5.3,8.7,8.4,7.8,6.4,5.6,2023-10-19 19:58:19.247,1,12.91,2,60-80,20-40,20-40,2,5,0,3,3,1,4,1
10000176,110,2023-01-09,Sub-18,17.4,175.5,23.3764336328439,72.0,25.3340102498525,18.2404873798938,8.69878793162771,50.2738995747294,36.1972076938051,4.16117831338279,54.8,,130.4,38.2,28.9,20.5,27.9,6.9,9.8,55.5,28.9,30.1,26.5,89.1,73.6,93.6,56.4,52.6,36.8,9.6,9.5,9.6,12.1,7.9,6.1,2023-10-19 19:58:19.247,1,,2,80-100,80-100,60-80,2,3,0,3,3,2,2,1
10000181,32,2023-01-10,Sub-17,16.9,170.1,20.149298351663,58.3,25.8916055371548,15.0948060281612,9.08838616925414,51.1234114630489,29.8049488829575,3.27945449586937,44.1,,137.5,39.9,28.8,16.8,26.9,6.9,9.6,55.6,26.0,28.1,24.5,86.8,71.4,88.6,51.5,46.5,32.5,7.5,9.1,8.7,6.8,6.9,5.1,2023-10-19 19:58:19.247,1,,2,60-80,40-60,20-40,2,5,0,0,0,1,4,1
10000187,510,2023-07-06,Sub-16,16.0,168.4,24.6133795227966,69.8,20.76,14.49,8.337,51.17,35.716,4.284,44.2,"Mantener MM, disminuir 4.2 puntos en la S6P.",70.0,37.0,30.0,17.0,27.3,7.2,9.1,56.7,27.0,29.0,24.3,89.8,74.0,96.0,58.0,56.7,36.5,8.0,6.6,8.0,10.0,5.3,6.3,2023-10-19 19:58:19.247,1,,2,40-60,80-100,20-40,2,5,1,0,0,1,4,4
10000192,36,2023-01-10,Sub-17,16.6,176.2,19.1004185987186,59.3,24.711899932603,14.6541566600336,7.79339784979854,44.5659505643967,26.4276086846872,3.39102522340373,42.6,"Aumentar 3 kg de MM, mantener S6P.",93.2,40.6,28.0,18.7,27.5,6.2,9.3,55.1,25.2,26.9,23.9,85.8,68.8,88.0,51.0,45.2,33.1,5.7,8.7,9.3,9.4,4.9,4.6,2023-10-19 19:58:19.247,1,,2,40-60,0-20,20-40,2,5,0,3,3,1,4,4
10000204,175,2023-03-04,Sub-18,17.9,169.3,20.7239496638289,59.4,22.1825128168434,13.176412613205,8.13043448825826,46.1046360894878,27.3861538371557,3.36835059389582,42.4,,87.0,38.7,27.3,18.2,27.7,7.4,9.6,53.7,26.3,27.8,25.9,83.6,74.1,87.6,51.2,48.3,33.5,6.8,7.0,6.4,13.8,4.3,4.1,2023-10-19 19:58:19.247,1,,2,20-40,0-20,20-40,2,3,1,0,0,2,2,1
10000208,125,2023-01-09,Sub-18,17.8,173.0,23.8898726987203,71.5,28.0609012005651,20.0635443584041,6.66026972727659,45.5046529449112,32.5358268556115,4.88506144463845,76.5,,97.4,31.0,29.3,18.9,28.8,6.4,10.4,57.0,29.4,30.6,24.2,86.8,77.3,100.5,62.3,53.6,38.0,10.9,12.4,12.2,16.3,12.3,12.4,2023-10-19 19:58:19.247,1,,2,80-100,60-80,80-100,2,3,0,3,3,2,2,1
10000211,178,2023-03-04,Sub-18,18.0,171.4,24.2018165999273,71.1,18.7508010922793,13.3318195766106,8.57154076656998,52.2986695629719,37.184354059273,4.33811785674477,43.2,Reducir 0.3 kg de masa adiposa / APTO,87.3,41.1,30.7,19.6,26.3,7.2,9.9,57.1,30.5,32.0,26.5,96.1,76.6,94.0,57.0,56.2,38.0,5.9,7.8,7.4,11.7,6.3,4.1,2023-10-19 19:58:19.247,1,,2,20-40,80-100,20-40,2,3,0,0,3,2,2,1
10000214,130,2023-01-09,Sub-18,17.4,172.6,24.168567703543,72.0,22.1881130395262,15.9754413884589,8.88962564429274,44.8369494918821,32.2826036341551,3.63149191269724,61.7,Reducir 3 kg de masa adiposa y aumentar 2.9 kg de masa muscular / NO APTO,95.6,42.1,28.9,40.3,27.2,7.6,10.4,55.6,29.6,30.8,27.0,91.3,75.3,95.8,58.0,54.5,37.2,8.8,11.5,9.6,15.8,9.9,6.1,2023-10-19 19:58:19.247,1,14.41,2,80-100,60-80,80-100,2,3,0,3,3,2,2,1
10000256,741,2024-01-16,Sub-17,16.5,174.5,3.045,63.9,24.59,15.715,8.202,46.1,29.457,3.5914,52.8,,80.0,38.4,28.5,16.3,28.1,7.0,10.0,56.6,27.2,29.5,24.7,90.2,74.7,89.8,53.5,51.6,35.0,9.6,9.8,7.2,13.0,8.0,5.2,2024-01-27 20:03:20.700,1,15.54,2,80-100,20-40,60-80,2,5,0,3,3,1,4,4
10000265,1013,2024-01-17,Sub-16,15.9,171.0,2.9241,64.0,22.58,14.449,8.74,46.21,29.577,3.3841,51.0,,89.9,40.1,29.0,17.9,28.5,7.3,10.1,55.3,27.3,29.1,25.2,88.3,76.3,93.1,54.0,51.5,35.4,5.8,8.0,10.0,14.2,8.4,4.6,2024-01-27 20:03:20.700,1,13.71,2,40-60,40-60,60-80,2,5,0,0,3,1,4,4
10000273,756,2023-01-07,Reserva,18.8,179.8,3.2328,72.4,18.19,13.171,9.116,55.28,40.019,4.39,34.0,,130.7,41.5,29.4,22.5,28.4,7.4,10.3,56.0,30.9,34.1,27.2,99.7,75.5,94.5,57.9,56.9,38.0,7.5,6.0,4.0,7.0,7.5,2.0,2024-01-27 20:03:20.700,4,10.05,2,20-40,80-100,0-20,2,3,3,3,1,2,2,3
10000301,883,2023-01-06,Reserva,19.1,172.8,2.986,73.7,19.05,14.042,8.916,50.97,37.566,4.2133,42.0,,91.4,39.5,29.4,20.7,28.2,7.0,10.2,55.8,31.0,33.2,26.6,92.2,76.5,93.5,57.5,56.0,38.0,7.0,8.0,7.0,8.0,5.0,7.0,2024-01-27 20:03:20.700,1,10.73,2,40-60,80-100,20-40,2,3,0,3,3,2,2,3
10000006,456,2023-07-11,Sub-13,13.4,161.5,19.3618265295364,50.5,26.29,13.277,6.624,42.72,21.572,3.2566,51.2,"Aumentar 2.4 kg de MM, dimisminuir 13.2 puntos en la S6P.",84.0,35.2,25.1,16.9,26.0,6.7,9.7,51.8,23.2,24.7,22.4,78.7,67.5,84.3,49.3,47.6,33.3,9.4,7.4,7.0,11.8,8.2,7.4,2023-10-19 19:58:19.247,1,17.65,3,80-100,60-80,60-80,1,2,1,4,2,0,3,2
10000008,917,2024-01-22,Sub-13,13.0,161.3,2.6018,52.3,23.99,12.548,6.654,45.21,23.644,3.5534,51.2,,84.2,35.8,27.0,17.2,25.8,6.6,9.5,55.2,24.7,26.3,23.1,83.1,71.0,85.0,51.7,50.4,33.5,10.2,7.8,7.2,11.8,8.2,6.0,2024-01-27 20:03:20.700,1,14.98,3,60-80,80-100,60-80,1,2,1,4,2,0,1,0
10000011,63,2023-01-13,Sub-14,13.7,160.0,21.40625,54.8,21.7156623536764,11.9001829698147,6.49668777740214,47.3555896795853,25.9508631444127,3.99447595968508,45.5,"Aumentar 2.1 kg de MM, dimisminuir 5.6 puntos en la S6P.",89.7,34.0,27.5,19.5,26.1,6.6,9.4,54.8,25.8,27.2,23.4,82.1,70.6,85.2,54.3,51.5,33.6,7.5,7.5,8.7,7.8,7.9,6.1,2023-10-19 19:58:19.247,1,13.18,3,60-80,80-100,20-40,1,2,1,4,2,3,3,2
10000017,198,2023-03-06,Sub-13,12.7,152.0,18.7413434903047,43.3,24.9717469744751,10.8127664399477,5.71915136709793,42.8949869022589,18.5735293286781,3.24760233406847,43.0,"Aumentar 1.5 kg de MM, mantener la S6P.",73.0,33.1,24.5,14.9,23.5,6.6,8.1,54.5,22.5,25.8,20.0,74.5,65.5,75.0,45.0,41.0,31.0,6.8,7.0,7.4,8.6,7.3,5.9,2023-10-19 19:58:19.247,1,12.09,3,20-40,40-60,20-40,3,1,2,2,4,0,1,0
10000021,41,2023-01-14,Sub-13,12.5,154.4,19.6733469354882,46.9,25.4584247395701,11.9400012028584,5.31873628495943,42.4688262794131,19.9178795250447,3.74485187042822,60.6,,123.7,32.7,24.6,38.7,24.1,6.2,9.5,54.8,23.1,24.0,22.1,79.1,64.8,82.0,56.2,49.6,30.9,11.8,8.7,8.7,8.9,14.8,7.7,2023-10-19 19:58:19.247,1,17.86,3,60-80,60-80,60-80,3,1,2,2,4,0,1,0
10000033,44,2023-01-14,Sub-13,12.1,148.6,20.1974824698532,44.6,25.9364936792072,11.5676761809264,6.11371065362619,42.0912855404155,18.7727133510253,3.07059238073211,58.0,,77.8,33.1,25.2,17.7,24.4,6.2,9.4,55.5,23.3,24.1,20.5,77.5,65.5,80.2,47.1,47.0,31.5,10.1,7.5,9.6,12.1,9.9,8.8,2023-10-19 19:58:19.247,1,17.08,3,40-60,40-60,60-80,3,1,2,2,4,0,1,0
10000034,45,2023-01-14,Sub-13,12.5,154.1,17.2654769209001,41.0,28.5908408205222,11.7222447364141,5.67929782107466,39.3515266450058,16.1341259244524,2.84086632410473,50.5,"Aumentar 4.7 kg de MM, disminuir 9.2 en la S6P.",83.5,32.4,23.8,17.1,24.9,6.2,9.2,53.3,20.7,21.7,20.9,72.2,61.1,78.0,46.5,43.5,30.0,8.3,6.7,8.4,9.4,8.9,8.8,2023-10-19 19:58:19.247,1,16.52,3,40-60,0-20,40-60,3,1,2,2,4,0,1,0
10000050,42,2023-01-14,Sub-13,13.0,152.4,17.4805905167366,40.6,23.2324022057943,9.4323552955525,6.01906081198255,41.1424926577697,16.7038520190545,2.77515920520374,34.7,"Aumentar 2.7 kg de MM, mantener la S6P.",87.5,34.0,24.0,16.5,25.2,6.4,9.2,50.9,20.6,21.4,19.8,72.9,65.9,75.5,44.9,42.8,28.8,6.2,5.9,7.8,5.7,3.5,5.6,2023-10-19 19:58:19.247,1,12.8,3,0-20,0-20,0-20,3,1,2,2,4,0,1,0
10000053,48,2023-01-14,Sub-13,13.0,158.4,16.1415289256198,40.5,26.1860930069169,10.6053676678014,5.48531996831233,40.7573179907906,16.5067137862702,3.00925267470747,33.0,"Aumentar 2.6 kg de MM, mantener la S6P.",86.0,33.9,23.8,16.5,23.1,6.2,8.9,51.6,21.0,22.0,19.2,72.4,59.8,74.9,43.5,41.4,29.4,5.3,5.9,7.8,4.6,5.4,4.0,2023-10-19 19:58:19.247,1,15.47,3,20-40,0-20,0-20,1,2,2,4,2,0,1,0
10000072,210,2023-03-06,Sub-13,13.1,160.3,19.4192968657878,49.9,23.3156548319677,11.6345117611519,6.44684497982757,40.6652548666698,20.2919621784682,3.14758028802656,46.8,"Aumentar 2.6 kg de MM, disminuir 5.8 en la S6P.",78.0,36.3,26.5,36.8,24.9,6.6,9.7,53.7,22.3,24.3,22.3,80.2,71.5,84.4,48.6,45.9,32.5,7.6,7.0,6.4,10.7,9.2,5.9,2023-10-19 19:58:19.247,1,14.84,3,40-60,60-80,40-60,1,2,1,4,2,0,1,0
10000109,40,2023-01-14,Sub-13,12.7,162.7,20.7772269504055,55.0,26.2392233828399,14.4315728605619,6.86255952180196,39.518870762785,21.7353789195317,3.16724085969378,67.0,"Mantener MM, disminuir 31.4 puntos en la S6P.",89.1,37.1,27.5,37.2,26.7,7.0,9.5,54.6,26.0,26.4,23.1,82.0,70.0,86.0,52.1,48.2,33.4,11.8,8.3,10.8,15.3,9.9,10.9,2023-10-19 19:58:19.247,1,20.14,3,80-100,60-80,80-100,1,2,1,4,2,0,1,0
10000113,78,2023-01-13,Sub-14,14.0,158.2,21.8162290368415,54.6,19.7410377908206,10.7786066337881,7.39336532813703,47.6052062967644,25.9924426380334,3.51564429517821,39.3,,90.0,37.0,28.2,17.2,25.6,7.0,9.8,53.8,25.0,27.3,23.9,84.6,72.0,86.0,49.5,48.8,33.5,5.7,7.9,8.4,8.9,4.9,3.5,2023-10-19 19:58:19.247,1,9.81,3,20-40,80-100,0-20,1,2,2,4,2,3,3,2
10000115,53,2023-01-14,Sub-13,12.7,156.2,17.6240776049616,43.0,27.3822341328164,11.7743606771111,5.86192103027613,40.5144680586037,17.4212212651996,2.97193039196895,47.3,"Aumentar 2.7 kg de MM, mantener la S6P.",84.2,33.0,23.4,17.5,25.1,5.8,9.2,54.7,21.1,22.0,20.1,73.9,63.3,79.0,46.8,43.6,31.1,8.3,7.5,7.8,10.0,3.9,9.8,2023-10-19 19:58:19.247,1,,3,40-60,20-40,40-60,3,1,2,2,2,0,1,0
10000119,54,2023-01-14,Sub-13,12.7,153.7,18.9216841230138,44.7,39.2102867618217,17.5269981825343,6.32837637037515,40.9994108904459,18.3267366680293,2.8959618700654,74.4,,125.5,32.2,23.7,17.0,24.1,6.2,9.3,52.5,22.0,23.5,21.0,73.2,63.0,79.6,48.0,46.2,33.0,6.6,38.1,9.0,6.2,9.9,4.6,2023-10-19 19:58:19.247,1,18.87,3,80-100,20-40,80-100,3,1,2,2,4,0,1,0
10000121,55,2023-01-14,Sub-13,12.9,160.9,17.7682944870776,46.0,21.6031161626817,9.93743343483358,7.25925594655721,42.7795974041033,19.6786148058875,2.71083082767186,29.6,"Aumentar 2.7 kg de MM, mantener la S6P.",85.2,35.3,25.4,17.6,25.7,7.1,9.3,56.3,22.0,24.0,22.1,77.8,66.0,77.0,43.5,46.6,30.6,4.4,5.9,7.2,5.7,3.9,2.5,2023-10-19 19:58:19.247,1,11.85,3,0-20,40-60,0-20,1,2,1,4,2,0,1,0
10000128,81,2023-01-13,Sub-14,13.8,159.5,20.4793584968701,52.1,22.9859269584567,11.975667945356,6.89229425669516,45.0999867136436,23.4970930778083,3.40918309675813,42.5,"Aumentar 1.6 kg de MM, dimisminuir 5.8 puntos en la S6P.",89.1,35.1,25.5,18.2,25.7,6.6,9.2,54.5,23.1,24.9,22.0,78.6,67.4,86.5,52.1,50.2,32.3,7.0,7.9,7.8,7.8,6.4,5.6,2023-10-19 19:58:19.247,1,15.56,3,60-80,80-100,20-40,1,2,1,4,2,3,3,2
10000132,56,2023-01-14,Sub-13,12.3,152.0,20.9920360110803,48.5,24.8739077744253,12.0638452705963,8.11548868893716,45.3321261924131,21.9860812033203,2.70915061877805,47.0,"Aumentar 0.7 kg de MM, dimisminuir 10.4 puntos en la S6P.",125.2,35.5,27.2,17.5,26.3,6.7,10.0,54.2,23.4,24.2,21.7,71.5,69.9,86.5,51.2,47.0,31.9,7.5,6.7,9.3,10.0,7.9,5.6,2023-10-19 19:58:19.247,1,13.46,3,60-80,80-100,40-60,3,1,2,2,4,0,1,0
10000153,211,2023-03-06,Sub-13,12.8,157.6,22.4657940168518,55.8,28.3402399568512,15.8138538959229,7.20888688399346,42.054260773656,23.4662775117,3.25518736655506,74.6,"Aumentar 0.5 kg de MM, disminuir 25.8 en la S6P.",72.0,34.5,25.9,18.0,26.7,6.8,10.1,54.6,26.2,27.1,23.3,85.4,75.3,87.4,48.1,44.8,33.1,12.1,11.1,10.4,21.2,9.2,10.6,2023-10-19 19:58:19.247,1,14.73,3,80-100,80-100,80-100,3,1,2,4,2,0,1,0
10000170,85,2023-01-13,Sub-14,14.0,158.9,20.5154933560297,51.8,26.0268646809961,13.481915904756,6.75599330953199,44.2691739985625,22.9314321312554,3.39423547073405,57.3,"Aumentar 2.1 kg de MM, mantener S6P.",89.4,35.7,26.0,17.4,25.0,6.6,9.5,55.1,25.2,26.3,23.6,79.7,67.6,82.3,47.2,47.0,34.6,7.5,7.5,10.2,18.5,6.9,6.7,2023-10-19 19:58:19.247,1,12.51,3,80-100,80-100,60-80,1,2,1,4,2,3,3,2
10000180,43,2023-01-14,Sub-13,12.8,144.2,18.2267270184537,37.9,31.063161722775,11.7729382929317,5.49127386129225,44.0519258019049,16.695679878922,3.040401972411,58.1,,118.9,33.2,23.6,16.4,22.2,6.0,8.9,51.6,21.8,22.4,20.0,71.0,65.0,76.0,46.8,43.5,29.3,10.9,6.7,8.4,10.0,13.3,8.8,2023-10-19 19:58:19.247,1,,3,40-60,0-20,60-80,3,1,2,2,4,0,1,0
10000186,199,2023-01-14,Sub-13,12.5,154.4,19.6733469354882,46.9,24.9965331664458,11.7233740550631,5.2222385835178,41.6983154100406,19.556509927309,3.74485187042822,60.6,,83.7,32.7,24.6,38.7,24.1,6.2,9.5,54.8,23.1,24.0,22.1,79.1,64.8,82.0,56.2,49.6,30.9,11.8,8.7,8.7,8.9,14.8,7.7,2023-10-19 19:58:19.247,1,,3,40-60,40-60,60-80,3,1,2,2,4,0,1,0
10000200,51,2023-01-14,Sub-13,12.2,139.4,16.1071532227686,31.3,31.6534343370621,9.90752494750043,5.17330330169058,46.8281639190828,14.6572153066729,2.83324105545544,45.6,,116.1,31.0,22.1,15.6,21.6,5.7,8.3,52.8,18.8,19.6,18.6,68.1,58.0,69.5,41.8,39.1,27.7,7.5,6.3,8.4,8.9,9.9,4.6,2023-10-19 19:58:19.247,1,,3,0-20,0-20,20-40,3,1,2,2,4,0,1,0
10000218,60,2023-01-14,Sub-13,12.3,151.4,20.8969913567601,47.9,27.930286611982,13.3786072871394,5.93131709781962,37.5062615864541,17.9654992999115,3.02892241362642,73.2,,120.8,33.6,25.5,37.4,26.3,6.2,9.8,52.0,22.4,23.7,21.1,78.0,68.9,84.4,50.5,46.6,30.7,10.1,9.1,11.9,18.5,14.8,8.8,2023-10-19 19:58:19.247,1,,3,80-100,20-40,80-100,3,1,2,2,4,0,1,0
10000231,916,2024-01-22,Sub-13,12.8,151.5,2.2952,42.3,24.89,10.53,6.092,43.39,18.352,3.0125,49.8,,77.9,34.5,23.5,15.8,24.9,6.5,9.5,53.6,23.1,24.7,21.8,76.2,64.8,77.8,47.1,44.7,31.0,10.0,6.0,8.2,12.0,8.2,5.4,2024-01-27 20:03:20.700,1,15.82,3,20-40,20-40,40-60,3,1,2,2,4,0,1,0
10000278,903,2024-01-24,Sub-13,12.8,150.3,2.259,44.1,20.41,9.0,5.877,47.56,20.976,3.5692,37.8,,77.0,33.4,25.2,17.5,24.0,6.6,9.4,53.8,23.7,24.7,22.3,79.7,65.4,78.6,47.4,44.6,32.7,7.0,5.4,4.2,6.2,9.0,6.0,2024-01-27 20:03:20.700,1,11.84,3,0-20,60-80,0-20,3,1,2,2,4,0,1,0
10000280,904,2024-01-22,Sub-13,13.0,156.2,2.4398,43.4,19.54,8.482,6.077,46.05,19.987,3.289,25.4,,79.4,34.4,25.7,16.5,24.6,6.4,9.5,52.2,21.6,23.3,22.1,79.3,66.4,76.4,43.8,42.4,30.2,4.2,4.2,4.0,4.6,5.4,3.0,2024-01-27 20:03:20.700,1,11.12,3,0-20,60-80,0-20,3,1,2,2,2,0,1,0
10000283,907,2024-01-24,Sub-13,12.1,139.9,1.9572,38.3,22.49,8.613,4.917,46.19,17.69,3.5977,48.2,,68.7,32.6,23.3,15.8,22.6,6.1,8.9,51.6,23.1,24.5,20.9,73.5,66.6,76.8,49.2,44.6,30.3,8.8,7.8,7.0,10.4,9.2,5.0,2024-01-27 20:03:20.700,1,13.63,3,0-20,20-40,40-60,3,1,2,2,4,0,1,0
10000284,908,2024-01-22,Sub-13,12.8,150.4,2.262,35.0,28.8,10.08,4.919,38.03,13.312,2.7062,44.3,,74.8,31.9,23.4,15.4,22.4,6.0,9.0,53.2,19.3,19.8,19.0,73.6,58.5,73.8,43.5,38.7,25.7,7.8,5.0,4.2,7.8,11.5,8.0,2024-01-27 20:03:20.700,1,19.7,3,20-40,0-20,20-40,3,1,2,2,4,0,1,0
10000287,911,2024-01-22,Sub-13,12.5,151.2,2.2861,46.0,29.57,13.604,5.342,41.64,19.152,3.5852,75.4,,77.8,32.4,26.6,17.5,24.6,6.0,9.4,53.6,25.8,25.4,21.2,82.0,65.6,81.0,49.5,45.0,30.7,15.8,12.2,9.4,15.4,13.6,9.0,2024-01-27 20:03:20.700,1,20.51,3,80-100,40-60,80-100,3,1,2,2,4,0,1,0
10000289,913,2024-01-22,Sub-13,12.3,161.9,2.6212,48.8,21.47,10.477,7.657,43.62,21.284,2.7797,31.2,,85.8,37.8,25.2,16.6,26.6,6.3,9.4,55.2,22.6,24.4,21.3,76.8,66.7,84.2,49.3,48.4,31.3,5.8,6.0,4.4,5.4,5.4,4.2,2024-01-27 20:03:20.700,1,12.74,3,20-40,60-80,0-20,1,2,1,4,2,0,1,0
10000290,914,2024-01-22,Sub-13,12.6,155.0,2.4025,41.1,27.81,11.428,5.834,40.37,16.593,2.8442,49.0,,68.8,34.0,24.2,14.2,24.3,6.4,9.3,53.0,23.4,23.4,20.3,73.2,65.0,77.1,46.0,45.5,29.5,10.8,8.0,4.8,13.2,7.0,5.2,2024-01-27 20:03:20.700,1,18.68,3,40-60,0-20,40-60,3,1,2,2,4,0,1,0
10000292,919,2024-01-22,Sub-13,12.3,151.5,2.2952,45.5,27.2,12.377,6.228,39.81,18.115,2.9086,53.6,,79.5,32.7,23.7,17.8,23.8,6.5,9.5,53.7,24.7,25.7,22.2,64.2,64.3,79.4,50.3,48.6,34.0,11.0,5.8,4.6,8.0,15.2,9.0,2024-01-27 20:03:20.700,1,18.07,3,60-80,20-40,60-80,3,1,2,2,4,0,1,0
10000294,922,2024-01-22,Sub-13,11.6,154.0,2.3716,47.8,32.02,15.306,5.739,40.23,19.231,3.3509,85.8,,79.1,33.1,24.2,16.4,25.9,6.2,9.8,53.0,25.4,25.9,22.6,77.6,67.5,88.0,53.2,26.8,33.4,15.8,9.2,10.4,19.5,19.5,11.4,2024-01-27 20:03:20.700,1,23.18,3,80-100,40-60,80-100,3,1,2,2,4,0,1,0
10000296,924,2024-01-22,Sub-13,12.9,159.6,2.5472,51.3,23.13,11.868,6.234,47.26,24.245,3.8892,47.2,,83.6,32.5,27.2,16.7,27.4,6.4,9.4,54.6,24.7,25.8,22.1,83.3,67.5,85.6,51.0,49.1,33.7,7.6,7.0,8.2,12.6,7.2,4.6,2024-01-27 20:03:20.700,1,14.2,3,60-80,80-100,40-60,1,2,1,4,2,0,1,0
10000298,926,2024-01-22,Sub-13,12.7,156.8,2.4586,44.7,24.82,11.094,6.637,41.62,18.604,2.8031,46.0,,80.2,35.4,24.5,17.2,25.6,6.6,9.7,54.2,22.2,23.7,21.3,78.3,67.3,79.8,47.1,44.0,30.7,7.6,6.4,6.0,10.0,9.8,6.2,2024-01-27 20:03:20.700,1,15.75,3,40-60,40-60,20-40,3,1,2,4,2,0,1,0
10000299,927,2024-01-22,Sub-13,13.0,144.4,2.0851,39.0,21.87,8.53,4.879,46.78,18.246,3.7397,40.4,,74.4,32.7,23.4,15.5,22.7,6.0,9.0,50.7,22.5,24.1,21.9,74.9,63.7,75.7,46.2,44.9,31.2,8.8,4.6,6.2,5.6,11.2,4.0,2024-01-27 20:03:20.700,1,13.08,3,0-20,20-40,20-40,3,1,2,2,4,0,1,0
10000300,928,2024-01-22,Sub-13,12.9,141.4,1.9994,36.3,29.63,10.755,5.125,37.68,13.677,2.6687,64.6,,72.0,30.9,23.6,14.3,24.3,6.1,8.9,53.2,22.1,22.9,19.7,72.3,64.2,75.2,44.6,43.1,27.1,11.0,9.0,6.8,13.0,16.0,8.8,2024-01-27 20:03:20.700,1,20.58,3,20-40,0-20,80-100,3,1,2,2,4,0,1,0
10000302,929,2024-01-24,Sub-13,12.8,156.0,2.4336,42.5,23.29,9.897,5.963,43.38,18.438,3.0921,35.4,,77.3,34.0,24.2,16.4,25.0,6.3,9.4,52.0,22.2,23.1,22.0,75.0,64.8,77.4,45.5,44.2,29.6,7.0,5.6,5.4,7.4,6.0,4.0,2024-01-27 20:03:20.700,1,14.34,3,0-20,40-60,0-20,3,1,2,2,2,0,1,0
